name,sym,open,close,change,percent,snr
Griffon,GFF,72.19,66.19,-6,-0.083,-0.11
Herc,HRI,155.87,146.37,-9.5,-0.061,-0.11
Morningstar,MORN,317.65,313.77,-3.88,-0.012,-0.11
"Winnebago Industries, Inc.",WGO,62.47,59.66,-2.81,-0.045,-0.11
Winnebago Industries,WGO,62.47,59.66,-2.81,-0.045,-0.11
PNM Resources,PNM,41.86,40.73,-1.13,-0.027,-0.11
Liquidia Technologies,LQDA,12.01,9.51,-2.5,-0.208,-0.11
PACCAR,PCAR,98.25,96.18,-2.07,-0.021,-0.12
Caesars Entertainment,CZR,39.75,37.64,-2.11,-0.053,-0.12
Macy's,M,17.39,15.57,-1.82,-0.105,-0.12
"WESCO International, Inc.",WCC,161.79,165.38,3.59,0.022,-0.12
WESCO International,WCC,161.79,165.38,3.59,0.022,-0.12
EPAM,EPAM,216.74,200.76,-15.98,-0.074,-0.12
"Watsco, Inc.",WSO,488.07,475.42,-12.65,-0.026,-0.12
Watsco,WSO,488.07,475.42,-12.65,-0.026,-0.12
Knight Transportation,KNX,54.83,52.38,-2.45,-0.045,-0.12
Mohawk Industries,MHK,161.85,155.14,-6.71,-0.041,-0.12
Dentsply Sirona,XRAY,27.26,25.29,-1.97,-0.072,-0.12
AutoNation,AN,190.89,177.98,-12.91,-0.068,-0.12
Magnolia Oil & Gas,MGY,27.56,25.61,-1.95,-0.071,-0.12
OneMain,OMF,51.79,49.41,-2.38,-0.046,-0.12
Uranium Energy,UEC,5.88,5.23,-0.65,-0.111,-0.12
Kulicke and Soffa Industries,KLIC,46.79,43.81,-2.98,-0.064,-0.12
Walt Disney,DIS,93.86,90.38,-3.48,-0.037,-0.13
e.l.f. Beauty,ELF,173.25,149.79,-23.46,-0.135,-0.13
Phillips 66,PSX,145.57,140.31,-5.26,-0.036,-0.13
Constellation Brands,STZ,246.09,240.71,-5.38,-0.022,-0.13
Lattice Semiconductor,LSCC,52.12,47.36,-4.76,-0.091,-0.13
Bunge,BG,105.97,101.38,-4.59,-0.043,-0.13
American Eagle Outfitters,AEO,22.07,20.58,-1.49,-0.068,-0.13
Universal Display,OLED,221.32,193.72,-27.6,-0.125,-0.13
BorgWarner,BWA,35.33,34.07,-1.26,-0.036,-0.13
Arch Coal,ARCH,147.55,136.43,-11.12,-0.075,-0.13
Eagle Materials,EXP,272.06,257.75,-14.31,-0.053,-0.13
Spirit Aerosystems,SPR,36.28,35.21,-1.07,-0.029,-0.13
Range Resources,RRC,31.33,29.88,-1.45,-0.046,-0.13
Northern Oil and Gas,NOG,43.22,39.78,-3.44,-0.08,-0.13
"ViaSat, Inc.",VSAT,20.11,15.7,-4.41,-0.219,-0.13
ViaSat,VSAT,20.11,15.7,-4.41,-0.219,-0.13
Asbury Automotive,ABG,271.59,245.64,-25.95,-0.096,-0.13
Power Integrations,POWI,71.77,67.1,-4.67,-0.065,-0.13
Sanmina,SANM,75.28,69.38,-5.9,-0.078,-0.13
Boston Beer,SAM,281.41,271.72,-9.69,-0.034,-0.13
"Yelp, Inc.",YELP,36.73,34.93,-1.8,-0.049,-0.13
Yelp,YELP,36.73,34.93,-1.8,-0.049,-0.13
ADT,ADT,7.75,7.29,-0.46,-0.059,-0.13
ONE Gas,OGS,69.89,68.94,-0.95,-0.014,-0.13
Liberty Global,LBTYK,19.94,19.67,-0.27,-0.014,-0.13
Kemper,KMPR,64.56,62.51,-2.05,-0.032,-0.13
Premier,PINC,20.91,20.37,-0.54,-0.026,-0.13
Leggett and Platt,LEG,13.21,12.64,-0.57,-0.043,-0.13
Tesla Motors,TSLA,227.69,214.11,-13.58,-0.06,-0.14
CSX,CSX,35.1,34.27,-0.83,-0.024,-0.14
nVent Electric,NVT,73.95,67.96,-5.99,-0.081,-0.14
Genuine Parts,GPC,147.62,143.26,-4.36,-0.03,-0.14
SolarEdge,SEDG,29.04,24.33,-4.71,-0.162,-0.14
AGCO,AGCO,94.32,91.04,-3.28,-0.035,-0.14
Matador Resources,MTDR,61.39,56.72,-4.67,-0.076,-0.14
Sealed Air,SEE,37.94,34.95,-2.99,-0.079,-0.14
Lear,LEA,122.31,116.65,-5.66,-0.046,-0.14
Bloom Energy,BE,13.59,11.91,-1.68,-0.124,-0.14
Olin,OLN,45.66,43.67,-1.99,-0.044,-0.14
Coty,COTY,9.96,9.38,-0.58,-0.058,-0.14
Cullen Frost Bankers,CFR,117.03,112.23,-4.8,-0.041,-0.14
Simpson Manufacturing,SSD,190.44,183.06,-7.38,-0.039,-0.14
Diodes,DIOD,77.34,69.69,-7.65,-0.099,-0.14
Sonos,SONO,13.48,12.23,-1.25,-0.093,-0.14
Select Medical,SEM,39.69,36.07,-3.62,-0.091,-0.14
Appian,APPN,35.75,32.44,-3.31,-0.093,-0.14
Advanced Energy Industries,AEIS,114.49,106.09,-8.4,-0.073,-0.14
Pacira Pharma,PCRX,20.85,15.56,-5.29,-0.254,-0.14
First Financial Bankshares,FFIN,38.09,36.57,-1.52,-0.04,-0.14
Artisan Partners Asset Management,APAM,44.23,41.59,-2.64,-0.06,-0.14
Monster Beverage,MNST,51.43,47.13,-4.3,-0.084,-0.15
Medical Properties Trust,MPW,4.84,4.5,-0.34,-0.07,-0.15
Hexcel,HXL,66.12,63.29,-2.83,-0.043,-0.15
Landstar System,LSTR,190.85,182.56,-8.29,-0.043,-0.15
"Watts Water Technologies, Inc.",WTS,207.26,196.7,-10.56,-0.051,-0.15
Watts Water,WTS,207.26,196.7,-10.56,-0.051,-0.15
ACADIA Pharma,ACAD,19.08,16.58,-2.5,-0.131,-0.15
Ormat Technologies,ORA,77.21,74.53,-2.68,-0.035,-0.15
ManpowerGroup,MAN,76.69,73.92,-2.77,-0.036,-0.15
LGI Homes,LGIH,115.25,107.88,-7.37,-0.064,-0.15
Pagerduty,PD,20.9,19.78,-1.12,-0.054,-0.15
Lam Research,LRCX,854.75,821.01,-33.74,-0.039,-0.16
Danaher,DHR,279.26,269.31,-9.95,-0.036,-0.16
Kroger,KR,54.87,53.21,-1.66,-0.03,-0.16
Apache,APA,32.8,28.49,-4.31,-0.131,-0.16
Antero Resources,AR,29.56,26.99,-2.57,-0.087,-0.16
Beacon Roofing Supply,BECN,102.19,90.6,-11.59,-0.113,-0.16
Applied Industrial,AIT,217.5,205.12,-12.38,-0.057,-0.16
Americold Realty Trust,COLD,30.11,29,-1.11,-0.037,-0.16
Tenable,TENB,36.07,41.28,5.21,0.144,-0.16
Armstrong World Industries,AWI,131.49,126.76,-4.73,-0.036,-0.16
Federal Signal,FSS,99.46,94.49,-4.97,-0.05,-0.16
Apple Hospitality REIT,APLE,14.84,14.44,-0.4,-0.027,-0.16
Affiliated Managers,AMG,185.7,173.83,-11.87,-0.064,-0.16
SPS Commerce,SPSC,215.38,199.74,-15.64,-0.073,-0.16
Teradata,TDC,32.36,28.24,-4.12,-0.127,-0.16
MSA Safety,MSA,187.67,182.63,-5.04,-0.027,-0.16
Alphabet,GOOGL,170.25,163.38,-6.87,-0.04,-0.17
Alphabet,GOOG,171.98,165.11,-6.87,-0.04,-0.17
Micron,MU,107.18,96.24,-10.94,-0.102,-0.17
Marathon Patent,MARA,19.72,16.7,-3.02,-0.153,-0.17
McKesson,MCK,621,561.08,-59.92,-0.096,-0.17
Domino's Pizza,DPZ,430,414.21,-15.79,-0.037,-0.17
Okta,OKTA,94.32,78.73,-15.59,-0.165,-0.17
Pure Storage,PSTG,59.38,51.29,-8.09,-0.136,-0.17
Mettler Toledo,MTD,1523.96,1439.08,-84.88,-0.056,-0.17
United States Steel,X,40.97,37.91,-3.06,-0.075,-0.17
"Valvoline, Inc.",VVV,46.45,42.2,-4.25,-0.091,-0.17
Valvoline,VVV,46.45,42.2,-4.25,-0.091,-0.17
Toro,TTC,95.63,92.6,-3.03,-0.032,-0.17
Ashland Global,ASH,96.85,89.5,-7.35,-0.076,-0.17
Hilton Grand Vacations,HGV,42.94,38.58,-4.36,-0.102,-0.17
Cactus,WHD,64.5,59.52,-4.98,-0.077,-0.17
LiveRamp,RAMP,30.19,25.92,-4.27,-0.141,-0.17
Oceaneering International,OII,29.91,26.99,-2.92,-0.098,-0.17
American Superconductor,AMSC,24.2,20.22,-3.98,-0.164,-0.17
MicroStrategy,MSTR,161.5,132.42,-29.08,-0.18,-0.18
Humana,HUM,361.27,354.47,-6.8,-0.019,-0.18
MGM Resorts International,MGM,40.05,37.59,-2.46,-0.061,-0.18
Fastenal,FAST,70.45,68.28,-2.17,-0.031,-0.18
Avantor,AVTR,26.99,25.84,-1.15,-0.043,-0.18
Ollie's Bargain Outlet,OLLI,98.18,89.56,-8.62,-0.088,-0.18
Rambus,RMBS,50.88,44.72,-6.16,-0.121,-0.18
Axcelis,ACLS,113.74,109.33,-4.41,-0.039,-0.18
Tidewater,TDW,97.6,88.7,-8.9,-0.091,-0.18
Nexstar Media,NXST,186.01,170.88,-15.13,-0.081,-0.18
Terex,TEX,63.27,56.77,-6.5,-0.103,-0.18
International Seaways,INSW,55.97,51.83,-4.14,-0.074,-0.18
SITE Centers,SITC,61.92,60.35,-1.57,-0.025,-0.18
Perficient,PRFT,75.45,75.17,-0.28,-0.004,-0.18
Corcept Therapeutics,CORT,38.5,35.3,-3.2,-0.083,-0.18
MDU Resources,MDU,26.9,25.69,-1.21,-0.045,-0.18
Patterson Companies,PDCO,25.59,22.49,-3.1,-0.121,-0.18
SMART Global,SGH,22.39,20.72,-1.67,-0.075,-0.18
Kadant,KAI,348.72,321.13,-27.59,-0.079,-0.18
Office Depot,ODP,42.44,30.85,-11.59,-0.273,-0.18
Brighthouse Financial,BHF,50.02,45.9,-4.12,-0.082,-0.18
Boeing,BA,190,173.74,-16.26,-0.086,-0.19
Ingersoll-Rand,IR,92,91.45,-0.55,-0.006,-0.19
Biogen,BIIB,215.8,204.76,-11.04,-0.051,-0.19
RH,RH,286.07,253.7,-32.37,-0.113,-0.19
Repligen,RGEN,168.52,150.93,-17.59,-0.104,-0.19
RPM International,RPM,121.09,116.25,-4.84,-0.04,-0.19
AMC Entertainment,AMC,5.3,4.82,-0.48,-0.091,-0.19
Bank OZK,OZK,46.77,43.35,-3.42,-0.073,-0.19
"Veeco Instruments, Inc.",VECO,40.68,35.49,-5.19,-0.128,-0.19
Veeco Instruments,VECO,40.68,35.49,-5.19,-0.128,-0.19
GMS,GMS,95.59,86.79,-8.8,-0.092,-0.19
PJT Partners,PJT,132.67,123.5,-9.17,-0.069,-0.19
Estee Lauder Companies,EL,99.66,91.66,-8,-0.08,-0.2
Wynn Resorts,WYNN,82.33,76.88,-5.45,-0.066,-0.2
Wynn Resorts Ltd.,WYNN,82.33,76.88,-5.45,-0.066,-0.2
Nucor,NUE,162.57,151.91,-10.66,-0.066,-0.2
Owens Corning,OC,187.07,168.73,-18.34,-0.098,-0.2
JetBlue Airways,JBLU,6.41,5.08,-1.33,-0.207,-0.2
Medpace,MEDP,383.57,355.27,-28.3,-0.074,-0.2
Cognex,CGNX,46,40.38,-5.62,-0.122,-0.2
Ethan Allen Interiors,ETH,3,2.36,-0.64,-0.213,-0.2
Altus Midstream Company,ALTM,3.17,2.71,-0.46,-0.145,-0.2
Kosmos Energy,KOS,5.51,4.87,-0.64,-0.116,-0.2
Universal Forest Products,UFPI,131.74,121.67,-10.07,-0.076,-0.2
Enersys,ENS,109.68,101.33,-8.35,-0.076,-0.2
Acushnet,GOLF,72.77,66.99,-5.78,-0.079,-0.2
Ultra Clean,UCTT,42.52,37.7,-4.82,-0.113,-0.2
Intel,INTC,30.43,22.04,-8.39,-0.276,-0.21
Occidental Petroleum,OXY,60.86,56.98,-3.88,-0.064,-0.21
"Williams-Sonoma, Inc.",WSM,152,134.33,-17.67,-0.116,-0.21
Williams-Sonoma,WSM,152,134.33,-17.67,-0.116,-0.21
BJ's Wholesale Club,BJ,88.35,79.96,-8.39,-0.095,-0.21
Celanese,CE,141.48,130.6,-10.88,-0.077,-0.21
Weyerhaeuser,WY,31.89,30.49,-1.4,-0.044,-0.21
Weyerhaeuser Co.,WY,31.89,30.49,-1.4,-0.044,-0.21
FMC,FTI,29.34,26.84,-2.5,-0.085,-0.21
Madrigal Pharma,MDGL,283.89,247.13,-36.76,-0.129,-0.21
"Warrior Met Coal, Inc.",HCC,68.92,61.31,-7.61,-0.11,-0.21
Warrior Met Coal,HCC,68.92,61.31,-7.61,-0.11,-0.21
Huntsman,HUN,24,22.05,-1.95,-0.081,-0.21
Lancaster Colony,LANC,192.37,170.76,-21.61,-0.112,-0.21
Alphatec,ATEC,7.9,6.9,-1,-0.127,-0.21
Comcast,CMCSA,41.25,39.57,-1.68,-0.041,-0.22
Dollar General,DG,121.55,82.97,-38.58,-0.317,-0.22
Saia,SAIA,421.8,375.83,-45.97,-0.109,-0.22
Pool Corp.,POOL,372.91,351.62,-21.29,-0.057,-0.22
Advanced Drainage,WMS,177.48,156.76,-20.72,-0.117,-0.22
Dolby Laboratories,DLB,78.72,71.36,-7.36,-0.093,-0.22
iRhythm,IRTC,86.33,70.88,-15.45,-0.179,-0.22
Upwork,UPWK,12.15,9.64,-2.51,-0.207,-0.22
"Werner Enterprises, Inc.",WERN,39.19,36.96,-2.23,-0.057,-0.22
Werner Enterprises,WERN,39.19,36.96,-2.23,-0.057,-0.22
Goosehead Insurance,GSHD,89.73,84.34,-5.39,-0.06,-0.22
Resideo Technologies,REZI,22.67,20.16,-2.51,-0.111,-0.22
Inter Parfums,IPAR,141.28,128.84,-12.44,-0.088,-0.22
DineEquity,DIN,35.85,31.62,-4.23,-0.118,-0.22
CVS Health,CVS,60.88,57.24,-3.64,-0.06,-0.23
Snap,SNAP,13.81,9.34,-4.47,-0.324,-0.23
Old Dominion Freight Line,ODFL,210.71,192.8,-17.91,-0.085,-0.23
Elastic NV,ESTC,108.61,76.19,-32.42,-0.298,-0.23
T. Rowe Price,TROW,113.93,106.04,-7.89,-0.069,-0.23
Franklin Resources,BEN,22.98,20.24,-2.74,-0.119,-0.23
Five9,FIVN,44.33,32.25,-12.08,-0.273,-0.23
Bio-Techne,TECH,81.92,73.99,-7.93,-0.097,-0.23
Intra-Cellular Therapies,ITCI,78.69,73.28,-5.41,-0.069,-0.23
Syndax Pharma,SNDX,22.83,20.55,-2.28,-0.1,-0.23
Kohl's,KSS,21.62,19.39,-2.23,-0.103,-0.24
Chart Industries,GTLS,159.78,122.4,-37.38,-0.234,-0.24
Trex,TREX,84.17,63.74,-20.43,-0.243,-0.24
Murphy Oil,MUR,41.36,37.28,-4.08,-0.099,-0.24
Scotts Miracle-Gro,SMG,78.5,70.98,-7.52,-0.096,-0.24
Twist Bioscience,TWST,55.34,43.24,-12.1,-0.219,-0.24
Helen of Troy,HELE,59.33,53.38,-5.95,-0.1,-0.24
"Valmont Industries, Inc.",VMI,299.15,285.76,-13.39,-0.045,-0.24
Valmont Industries,VMI,299.15,285.76,-13.39,-0.045,-0.24
ArcBest,ARCB,127.35,106.3,-21.05,-0.165,-0.24
NAPCO Security,NSSC,56.08,46.38,-9.7,-0.173,-0.24
La-Z-Boy,LZB,44.13,40.57,-3.56,-0.081,-0.24
John Bean,JBT,98.51,89.84,-8.67,-0.088,-0.24
Calix,CALX,41.08,37.24,-3.84,-0.093,-0.24
Reliance Steel and Aluminum,RS,304.94,286.65,-18.29,-0.06,-0.25
Dillard's,DDS,398.59,338.97,-59.62,-0.15,-0.25
Lincoln Electric,LECO,206.73,193.61,-13.12,-0.063,-0.25
Adient,ADNT,25.69,22.62,-3.07,-0.12,-0.25
Chemours,CC,24.27,19.44,-4.83,-0.199,-0.25
CVR Energy,CVI,28.6,25.42,-3.18,-0.111,-0.25
Allete,ALE,64.5,63.55,-0.95,-0.015,-0.25
Pfizer,PFE,30.72,29.01,-1.71,-0.056,-0.26
Hess Corp.,HES,148.75,138.06,-10.69,-0.072,-0.26
Steel Dynamics,STLD,132.56,119.51,-13.05,-0.098,-0.26
TripAdvisor,TRIP,17.66,14.51,-3.15,-0.178,-0.26
Marriot Vacations Worldwide,VAC,78.21,74,-4.21,-0.054,-0.26
Intellia Therapeutics,NTLA,26.63,22.44,-4.19,-0.157,-0.26
Customers Bancorp,CUBI,63.94,51.82,-12.12,-0.19,-0.26
Innospec,IOSP,131.24,115.26,-15.98,-0.122,-0.26
Schlumberger,SLB,48.28,43.99,-4.29,-0.089,-0.27
Emerson Electric,EMR,117.06,105.39,-11.67,-0.1,-0.27
Caseys General Stores,CASY,389.01,362.31,-26.7,-0.069,-0.27
Avis Budget,CAR,100.36,81.99,-18.37,-0.183,-0.27
Allegiant Travel,ALGT,56.07,42.08,-13.99,-0.25,-0.27
Chevron,CVX,158.71,147.95,-10.76,-0.068,-0.28
Valero Energy,VLO,161.11,146.73,-14.38,-0.089,-0.28
Valero Energy Corp.,VLO,161.11,146.73,-14.38,-0.089,-0.28
Blueprint Medicines,BPMC,106.51,95.54,-10.97,-0.103,-0.28
Patterson-UTI Energy,PTEN,10.94,9.21,-1.73,-0.158,-0.28
MSC Industrial Direct,MSM,88.42,82.24,-6.18,-0.07,-0.28
Commercial Metals,CMC,60.07,53.59,-6.48,-0.108,-0.28
MYR,MYRG,125.8,100.8,-25,-0.199,-0.28
Bloomin' Brands,BLMN,20.83,17.5,-3.33,-0.16,-0.28
Vulcan Materials,VMC,273.94,245.21,-28.73,-0.105,-0.29
Vulcan Materials Co.,VMC,273.94,245.21,-28.73,-0.105,-0.29
Halliburton,HAL,34.45,31.09,-3.36,-0.098,-0.29
Cliffs Natural Resources,CLF,15.25,13.06,-2.19,-0.144,-0.29
Installed Building Products,IBP,252.99,222.31,-30.68,-0.121,-0.29
Liberty Oilfield Services,LBRT,24.02,20.59,-3.43,-0.143,-0.29
Fastly,FSLY,8.11,6.02,-2.09,-0.258,-0.29
Delek US,DK,24.19,20.42,-3.77,-0.156,-0.29
Cracker Barrel Old Country Store,CBRL,46.07,39.58,-6.49,-0.141,-0.29
Arrowhead Pharma,ARWR,28.46,23.83,-4.63,-0.163,-0.29
Fox Factory Holding,FOXF,53.62,40.48,-13.14,-0.245,-0.29
"Verint Systems, Inc.",VRNT,36.09,31.55,-4.54,-0.126,-0.29
Verint,VRNT,36.09,31.55,-4.54,-0.126,-0.29
Insperity,NSP,100.37,93.99,-6.38,-0.064,-0.29
Surmodics,SRDX,41.31,39.63,-1.68,-0.041,-0.29
Martin Marietta Materials,MLM,593.07,534.16,-58.91,-0.099,-0.3
Charles River Laboratories International,CRL,244.6,197.75,-46.85,-0.192,-0.3
Goodyear Tire,GT,11.17,8.82,-2.35,-0.21,-0.3
The Simply Good Foods,SMPL,33.87,31.59,-2.28,-0.067,-0.3
Credit Acceptance,CACC,525,466.53,-58.47,-0.111,-0.3
Visteon,VC,114.77,101.23,-13.54,-0.118,-0.3
Visteon Corp.,VC,114.77,101.23,-13.54,-0.118,-0.3
Charter Communications,CHTR,381.14,347.54,-33.6,-0.088,-0.31
"Wayfair, Inc.",W,49.88,42.55,-7.33,-0.147,-0.31
Wayfair,W,49.88,42.55,-7.33,-0.147,-0.31
Liberty Broadband,LBRDK,67.62,62.38,-5.24,-0.077,-0.31
IPG Photonics,IPGP,79.92,68.37,-11.55,-0.145,-0.31
National Vision,EYE,14.32,10.56,-3.76,-0.263,-0.32
Cable One,CABO,410.83,352.72,-58.11,-0.141,-0.32
Verra Mobility,VRRM,30.09,27.61,-2.48,-0.082,-0.32
Verra Mobility Corp.,VRRM,30.09,27.61,-2.48,-0.082,-0.32
Jack In The Box,JACK,59.68,49.36,-10.32,-0.173,-0.32
Par Pacific,PARR,26.58,22.44,-4.14,-0.156,-0.32
Grand Canyon Education,LOPE,156.33,145.01,-11.32,-0.072,-0.32
Etsy,ETSY,63.5,55.09,-8.41,-0.132,-0.33
Plug Power,PLUG,2.47,1.88,-0.59,-0.239,-0.33
National Oilwell Varco,NOV,20.71,17.77,-2.94,-0.142,-0.33
Shutterstock,SSTK,44.45,35.88,-8.57,-0.193,-0.33
PBF Energy,PBF,39.52,34.06,-5.46,-0.138,-0.34
Qualys,QLYS,146.54,125.17,-21.37,-0.146,-0.34
B. Riley Financial,RILY,19.45,4.92,-14.54,-0.747,-0.34
Nabors Industries,NBR,101.58,75.37,-26.21,-0.258,-0.34
Guess Inc,GES,23.99,20.72,-3.27,-0.136,-0.34
TopBuild,BLD,481.38,393.02,-88.36,-0.184,-0.35
"Urban Outfitters, Inc.",URBN,45.88,36.32,-9.56,-0.208,-0.35
Urban Outfitters,URBN,45.88,36.32,-9.56,-0.208,-0.35
Tegna,TGNA,15.97,13.88,-2.09,-0.131,-0.35
PROS,PRO,24.26,20.13,-4.13,-0.17,-0.35
Dollar Tree,DLTR,104.24,84.49,-19.75,-0.189,-0.36
Celsius,CELH,46.27,38.03,-8.24,-0.178,-0.36
Riot Blockchain,RIOT,10.1,7.53,-2.57,-0.254,-0.36
Advance Auto Parts,AAP,63.63,45.31,-18.32,-0.288,-0.36
Iridium Communications,IRDM,28.6,25.8,-2.8,-0.098,-0.36
Otter Tail,OTTR,96.99,84.55,-12.44,-0.128,-0.36
Haemonetics,HAE,89.93,75.58,-14.35,-0.16,-0.37
Guardant Health,GH,35.78,25.58,-10.2,-0.285,-0.38
STAAR Surgical,STAA,40.94,33.09,-7.85,-0.192,-0.38
Dave and Buster's Entertainment,PLAY,37.85,31.34,-6.51,-0.172,-0.38
Alarm.com,ALRM,70.39,59.54,-10.85,-0.154,-0.38
ServiceMaster Global,SERV,17.01,8.49,-8.52,-0.501,-0.39
Valaris Plc,VAL,81.89,61.06,-20.83,-0.254,-0.39
Valspar,VAL,81.89,61.06,-20.83,-0.254,-0.39
Teladoc,TDOC,8.13,7.17,-0.96,-0.118,-0.39
Transocean,RIG,5.76,4.74,-1.02,-0.177,-0.4
Helmerich and Payne,HP,40.3,32.63,-7.67,-0.19,-0.4
"Vishay Intertechnology, Inc.",VSH,24.25,20.15,-4.1,-0.169,-0.4
Vishay Intertechnology,VSH,24.25,20.15,-4.1,-0.169,-0.4
Quanex Building Products,NX,33.3,27.63,-5.67,-0.17,-0.4
Noble,NE,47.03,38.15,-8.88,-0.189,-0.42
Hawaiian Electric Industries,HE,16.52,10.73,-5.79,-0.35,-0.42
Newell Brands,NWL,8.59,7.09,-1.5,-0.175,-0.43
Integra LifeSciences,IART,24.73,20.34,-4.39,-0.178,-0.43
"Walgreens Boots Alliance, Inc.",WBA,11.86,9.25,-2.61,-0.22,-0.46
Walgreens Boots Alliance,WBA,11.86,9.25,-2.61,-0.22,-0.46
Herbalife,HLF,11.91,8.16,-3.75,-0.315,-0.46
Oxford Industries,OXM,105.07,86.98,-18.09,-0.172,-0.47
Atkore International,ATKR,134.75,93.33,-41.42,-0.307,-0.48
AMN Healthcare,AMN,64.02,53.03,-10.99,-0.172,-0.5
