group,date,net,long,short
Non Reportable,2014-08-05,116493,410953,294460
Non Reportable,2014-07-29,89275,384720,295445
Non Reportable,2014-07-22,68371,369080,300709
Non Reportable,2014-07-15,56971,349506,292535
Non Reportable,2014-07-08,96792,390059,293267
Non Reportable,2014-07-01,94952,388972,294020
Non Reportable,2014-06-24,74329,360756,286427
Non Reportable,2014-06-17,170139,485844,315705
Non Reportable,2014-06-10,151965,499610,347645
Non Reportable,2014-06-03,143432,466499,323067
Non Reportable,2014-05-27,118188,441237,323049
Non Reportable,2014-05-20,165046,449473,284427
Non Reportable,2014-05-13,129679,427771,298092
Non Reportable,2014-05-06,92655,373722,281067
Non Reportable,2014-04-29,112793,382888,270095
Non Reportable,2014-04-22,87663,368399,280736
Non Reportable,2014-04-15,96508,367042,270534
Non Reportable,2014-04-08,105156,360303,255147
Non Reportable,2014-04-01,62112,336862,274750
Non Reportable,2014-03-25,54558,316804,262246
Non Reportable,2014-03-18,321913,634219,312306
Non Reportable,2014-03-11,340361,645485,305124
Non Reportable,2014-03-04,313002,612454,299452
Non Reportable,2014-02-25,327187,609147,281960
Non Reportable,2014-02-18,278800,579685,300885
Non Reportable,2014-02-11,251149,526989,275840
Non Reportable,2014-02-04,228515,472597,244082
Non Reportable,2014-01-28,164124,397498,233374
Non Reportable,2014-01-21,62140,304294,242154
Non Reportable,2014-01-14,28612,295717,267105
Non Reportable,2014-01-07,23241,298601,275360
Non Reportable,2013-12-31,-7526,290242,297768
Non Reportable,2013-12-24,29227,293163,263936
Non Reportable,2013-12-17,83649,342641,258992
Non Reportable,2013-12-10,59717,372193,312476
Non Reportable,2013-12-03,39713,327830,288117
Non Reportable,2013-11-26,35601,329242,293641
Non Reportable,2013-11-19,57586,354282,296696
Non Reportable,2013-11-12,27193,330308,303115
Non Reportable,2013-11-05,59101,350804,291703
Non Reportable,2013-10-29,44380,346381,302001
Non Reportable,2013-10-22,46553,342571,296018
Non Reportable,2013-10-15,149303,398394,249091
Non Reportable,2013-10-08,170864,417381,246517
Non Reportable,2013-10-01,107238,357841,250603
Non Reportable,2013-09-24,126032,371764,245732
Non Reportable,2013-09-17,241036,586335,345299
Non Reportable,2013-09-10,223266,554265,330999
Non Reportable,2013-09-03,241304,536340,295036
Non Reportable,2013-08-27,193024,484270,291246
Non Reportable,2013-08-20,159124,431073,271949
Non Reportable,2013-08-13,114054,398037,283983
Non Reportable,2013-08-06,70786,360991,290205
Non Reportable,2013-07-30,66525,358616,292091
Non Reportable,2013-07-23,98018,375650,277632
Non Reportable,2013-07-16,117317,398342,281025
Non Reportable,2013-07-09,125479,402927,277448
Non Reportable,2013-07-02,112463,377627,265164
Non Reportable,2013-06-25,136079,402778,266699
Non Reportable,2013-06-18,88908,491117,402209
Non Reportable,2013-06-11,1444,401881,400437
Non Reportable,2013-06-04,-58090,325276,383366
Non Reportable,2013-05-28,53488,349929,296441
Non Reportable,2013-05-21,32984,349967,316983
Non Reportable,2013-05-14,29902,364865,334963
Non Reportable,2013-05-07,8025,340681,332656
Non Reportable,2013-04-30,26727,335435,308708
Non Reportable,2013-04-23,77833,364777,286944
Non Reportable,2013-04-16,31555,326911,295356
Non Reportable,2013-04-09,55268,361734,306466
Non Reportable,2013-04-02,38242,351886,313644
Non Reportable,2013-03-26,33723,327015,293292
Non Reportable,2013-03-19,20761,306443,285682
Non Reportable,2013-03-12,112373,492182,379809
Non Reportable,2013-03-05,112782,451885,339103
Non Reportable,2013-02-26,123361,422309,298948
Non Reportable,2013-02-19,-15768,285928,301696
Non Reportable,2013-02-12,24268,337751,313483
Non Reportable,2013-02-05,-20385,282139,302524
Non Reportable,2013-01-29,-40932,268345,309277
Non Reportable,2013-01-22,-66726,266496,333222
Non Reportable,2013-01-15,58474,316573,258099
Non Reportable,2013-01-08,47563,290756,243193
Non Reportable,2012-12-31,123888,328328,204440
Non Reportable,2012-12-24,137596,353702,216106
Non Reportable,2012-12-18,59730,328412,268682
Non Reportable,2012-12-11,145534,406429,260895
Non Reportable,2012-12-04,179380,445566,266186
Non Reportable,2012-11-27,159281,432986,273705
Non Reportable,2012-11-20,174536,442745,268209
Non Reportable,2012-11-13,110238,363602,253364
Non Reportable,2012-11-06,58927,317917,258990
Non Reportable,2012-10-30,63437,317144,253707
Non Reportable,2012-10-23,47162,301174,254012
Non Reportable,2012-10-16,56842,313326,256484
Non Reportable,2012-10-09,63765,307493,243728
Non Reportable,2012-10-02,59982,315226,255244
Non Reportable,2012-09-25,87323,337548,250225
Non Reportable,2012-09-18,56069,402104,346035
Non Reportable,2012-09-11,137911,438161,300250
Non Reportable,2012-09-04,126754,423808,297054
Non Reportable,2012-08-28,144008,442762,298754
Non Reportable,2012-08-21,143279,443420,300141
Non Reportable,2012-08-14,144399,429621,285222
Non Reportable,2012-08-07,160870,443493,282623
Non Reportable,2012-07-31,157209,435096,277887
Non Reportable,2012-07-24,203147,471283,268136
Non Reportable,2012-07-17,212883,480028,267145
Non Reportable,2012-07-10,197229,463383,266154
Non Reportable,2012-07-03,187540,457795,270255
Non Reportable,2012-06-26,174739,441167,266428
Non Reportable,2012-06-19,147878,423925,276047
Non Reportable,2012-06-12,282936,600387,317451
Non Reportable,2012-06-05,313983,605691,291708
Non Reportable,2012-05-29,268133,549042,280909
Non Reportable,2012-05-22,245583,533010,287427
Non Reportable,2012-05-15,239254,521656,282402
Non Reportable,2012-05-08,203462,471075,267613
Non Reportable,2012-05-01,192879,466322,273443
Non Reportable,2012-04-24,196929,472116,275187
Non Reportable,2012-04-17,180900,456805,275905
Non Reportable,2012-04-10,160090,453139,293049
Non Reportable,2012-04-03,120755,412213,291458
Non Reportable,2012-03-27,126965,428671,301706
Non Reportable,2012-03-20,112108,403285,291177
Non Reportable,2012-03-13,59101,431243,372142
Non Reportable,2012-03-06,-13050,335642,348692
Non Reportable,2012-02-28,-41007,274428,315435
Non Reportable,2012-02-21,-34087,270360,304447
Non Reportable,2012-02-14,-33073,278217,311290
Non Reportable,2012-02-07,-75496,274768,350264
Non Reportable,2012-01-31,-47635,289188,336823
Non Reportable,2012-01-24,71985,355214,283229
Non Reportable,2012-01-17,48758,325961,277203
Non Reportable,2012-01-10,42898,302859,259961
Non Reportable,2012-01-03,97816,360348,262532
Non Reportable,2011-12-27,50510,326490,275980
Non Reportable,2011-12-20,50560,333199,282639
Non Reportable,2011-12-13,-96194,324450,420644
Non Reportable,2011-12-06,-150288,270662,420950
Non Reportable,2011-11-29,-62534,313241,375775
Non Reportable,2011-11-22,-7293,339074,346367
Non Reportable,2011-11-15,-22082,332229,354311
Non Reportable,2011-11-08,-65612,309906,375518
Non Reportable,2011-11-01,-85019,294797,379816
Non Reportable,2011-10-25,12686,386063,373377
Non Reportable,2011-10-18,17961,404952,386991
Non Reportable,2011-10-11,10990,394269,383279
Non Reportable,2011-10-04,55843,425303,369460
Non Reportable,2011-09-27,33379,402737,369358
Non Reportable,2011-09-20,60547,461684,401137
Non Reportable,2011-09-13,66243,485265,419022
Non Reportable,2011-09-06,123251,478968,355717
Non Reportable,2011-08-30,85099,447005,361906
Non Reportable,2011-08-23,-20283,312106,332389
Non Reportable,2011-08-16,-40042,309225,349267
Non Reportable,2011-08-09,-240509,347324,587833
Non Reportable,2011-08-02,-103507,313415,416922
Non Reportable,2011-07-26,-57015,262708,319723
Non Reportable,2011-07-19,-35856,271269,307125
Non Reportable,2011-07-12,7407,303250,295843
Non Reportable,2011-07-05,-33156,266347,299503
Non Reportable,2011-06-28,-27038,271400,298438
Non Reportable,2011-06-21,58173,323852,265679
Non Reportable,2011-06-14,-189465,405278,594743
Non Reportable,2011-06-07,-212895,294378,507273
Non Reportable,2011-05-31,-234698,282082,516780
Non Reportable,2011-05-24,-208412,297545,505957
Non Reportable,2011-05-17,-157053,292744,449797
Non Reportable,2011-05-10,-129464,315843,445307
Non Reportable,2011-05-03,-139947,275679,415626
Non Reportable,2011-04-26,-162157,276852,439009
Non Reportable,2011-04-19,-175798,272776,448574
Non Reportable,2011-04-12,-111704,294335,406039
Non Reportable,2011-04-05,-103608,288636,392244
Non Reportable,2011-03-29,-120973,260693,381666
Non Reportable,2011-03-22,-134938,229927,364865
Non Reportable,2011-03-15,-176420,327040,503460
Non Reportable,2011-03-08,-77139,280039,357178
Non Reportable,2011-03-01,-24872,311764,336636
Non Reportable,2011-02-22,-83083,244525,327608
Non Reportable,2011-02-15,-56834,259993,316827
Non Reportable,2011-02-08,-38797,266342,305139
Non Reportable,2011-02-01,14475,296408,281933
Non Reportable,2011-01-25,-30497,261275,291772
Non Reportable,2011-01-18,-41881,261732,303613
Non Reportable,2011-01-11,8426,264221,255795
Non Reportable,2011-01-04,-4438,259662,264100
Non Reportable,2010-12-28,-31088,249376,280464
Non Reportable,2010-12-21,-14355,254544,268899
Non Reportable,2010-12-14,-19424,389818,409242
Non Reportable,2010-12-07,-30969,336150,367119
Non Reportable,2010-11-30,-74309,295792,370101
Non Reportable,2010-11-23,-29272,294894,324166
Non Reportable,2010-11-16,-7766,356655,364421
Non Reportable,2010-11-09,31459,299246,267787
Non Reportable,2010-11-02,50478,307674,257196
Non Reportable,2010-10-26,73241,340157,266916
Non Reportable,2010-10-19,77062,347251,270189
Non Reportable,2010-10-12,110414,379773,269359
Non Reportable,2010-10-05,123411,388090,264679
Non Reportable,2010-09-28,87757,352088,264331
Non Reportable,2010-09-21,58966,348953,289987
Non Reportable,2010-09-14,-66270,395112,461382
Non Reportable,2010-09-07,-86693,208471,295164
Non Reportable,2010-08-31,-103041,192121,295162
Non Reportable,2010-08-24,-41147,246395,287542
Non Reportable,2010-08-17,40646,324923,284277
Non Reportable,2010-08-10,70812,343734,272922
Non Reportable,2010-08-03,103251,388519,285268
Non Reportable,2010-07-27,72968,372584,299616
Non Reportable,2010-07-20,46273,370863,324590
Non Reportable,2010-07-13,85660,422816,337156
Non Reportable,2010-07-06,147114,468068,320954
Non Reportable,2010-06-29,177382,443735,266353
Non Reportable,2010-06-22,200006,443490,243484
Non Reportable,2010-06-15,115297,567473,452176
Non Reportable,2010-06-08,128118,462362,334244
Non Reportable,2010-06-01,125388,406478,281090
Non Reportable,2010-05-25,182494,431645,249151
Non Reportable,2010-05-18,197016,474206,277190
Non Reportable,2010-05-11,180269,494946,314677
Non Reportable,2010-05-04,81878,380140,298262
Non Reportable,2010-04-27,80845,350651,269806
Non Reportable,2010-04-20,64488,348906,284418
Non Reportable,2010-04-13,85385,351752,266367
Non Reportable,2010-04-06,73356,340919,267563
Non Reportable,2010-03-30,103411,356049,252638
Non Reportable,2010-03-23,94518,376862,282344
Non Reportable,2010-03-16,-150518,460039,610557
Non Reportable,2010-03-09,-108427,236982,345409
Non Reportable,2010-03-02,-148511,228983,377494
Non Reportable,2010-02-23,-170196,195758,365954
Non Reportable,2010-02-16,-126774,226332,353106
Non Reportable,2010-02-09,-121185,285375,406560
Non Reportable,2010-02-02,-37097,311870,348967
Non Reportable,2010-01-26,-45832,255550,301382
Non Reportable,2010-01-19,-71712,229866,301578
Non Reportable,2010-01-12,-59476,238261,297737
Non Reportable,2010-01-05,-34643,231647,266290
Non Reportable,2009-12-29,-44199,218996,263195
Non Reportable,2009-12-22,-44505,224153,268658
Non Reportable,2009-12-15,-283752,282950,566702
Non Reportable,2009-12-08,-274639,246324,520963
Non Reportable,2009-12-01,-205467,212820,418287
Non Reportable,2009-11-24,-203674,210280,413954
Non Reportable,2009-11-17,-154499,258875,413374
Non Reportable,2009-11-09,-203818,207964,411782
Non Reportable,2009-11-03,-147128,224669,371797
Non Reportable,2009-10-27,-103630,239942,343572
Non Reportable,2009-10-20,-89040,240132,329172
Non Reportable,2009-10-13,-110280,232461,342741
Non Reportable,2009-10-06,-128681,219738,348419
Non Reportable,2009-09-29,-53007,232682,285689
Non Reportable,2009-09-22,-33865,217329,251194
Non Reportable,2009-09-15,-51287,294487,345774
Non Reportable,2009-09-08,-38900,237507,276407
Non Reportable,2009-09-01,-18602,252353,270955
Non Reportable,2009-08-25,45604,264687,219083
Non Reportable,2009-08-18,-5315,237828,243143
Non Reportable,2009-08-11,-20213,263638,283851
Non Reportable,2009-08-04,-77536,210100,287636
Non Reportable,2009-07-28,-60909,220452,281361
Non Reportable,2009-07-21,-113812,208848,322660
Non Reportable,2009-07-14,-147694,190892,338586
Non Reportable,2009-07-07,-110701,204104,314805
Non Reportable,2009-06-30,-147805,183361,331166
Non Reportable,2009-06-23,-98507,199689,298196
Non Reportable,2009-06-16,-137977,246620,384597
Non Reportable,2009-06-09,-158275,215382,373657
Non Reportable,2009-06-02,-178044,206922,384966
Non Reportable,2009-05-26,-141865,224761,366626
Non Reportable,2009-05-19,-115645,214635,330280
Non Reportable,2009-05-12,-112408,230200,342608
Non Reportable,2009-05-05,-108982,214750,323732
Non Reportable,2009-04-28,-143809,204219,348028
Non Reportable,2009-04-21,-111000,204211,315211
Non Reportable,2009-04-14,-80766,196732,277498
Non Reportable,2009-04-07,-53251,198480,251731
Non Reportable,2009-03-31,-81429,218149,299578
Non Reportable,2009-03-24,-45844,184109,229953
Non Reportable,2009-03-17,-298636,245552,544188
Non Reportable,2009-03-10,-362567,297227,659794
Non Reportable,2009-03-03,-275940,255237,531177
Non Reportable,2009-02-24,-217012,289572,506584
Non Reportable,2009-02-17,-245303,281430,526733
Non Reportable,2009-02-10,-151460,211371,362831
Non Reportable,2009-02-03,-144457,226504,370961
Non Reportable,2009-01-27,-86581,209573,296154
Non Reportable,2009-01-20,-78466,222756,301222
Non Reportable,2009-01-13,-9138,210928,220066
Non Reportable,2009-01-06,81970,267529,185559
Non Reportable,2008-12-30,99538,262419,162881
Non Reportable,2008-12-22,66248,247174,180926
Non Reportable,2008-12-16,-26251,301485,327736
Non Reportable,2008-12-09,54779,273767,218988
Non Reportable,2008-12-02,157772,345497,187725
Non Reportable,2008-11-25,173500,410021,236521
Non Reportable,2008-11-18,245267,514247,268980
Non Reportable,2008-11-11,264446,496924,232478
Non Reportable,2008-11-04,275440,520337,244897
Non Reportable,2008-10-28,372189,649681,277492
Non Reportable,2008-10-21,435854,675817,239963
Non Reportable,2008-10-14,424414,803801,379387
Non Reportable,2008-10-07,434122,648231,214109
Non Reportable,2008-09-30,240776,615374,374598
Non Reportable,2008-09-23,148547,481458,332911
Non Reportable,2008-09-16,220811,526638,305827
Non Reportable,2008-09-09,235999,473771,237772
Non Reportable,2008-09-02,253072,498056,244984
Non Reportable,2008-08-26,248516,494391,245875
Non Reportable,2008-08-19,274210,522315,248105
Non Reportable,2008-08-12,273640,534529,260889
Non Reportable,2008-08-05,263074,509652,246578
Non Reportable,2008-07-29,296276,531472,235196
Non Reportable,2008-07-22,291828,524846,233018
Non Reportable,2008-07-15,311577,556749,245172
Non Reportable,2008-07-08,240560,467016,226456
Non Reportable,2008-07-01,154532,410441,255909
Non Reportable,2008-06-24,124562,393306,268744
Non Reportable,2008-06-17,144512,606416,461904
Non Reportable,2008-06-10,108111,377122,269011
Non Reportable,2008-06-03,140044,386524,246480
Non Reportable,2008-05-27,190771,420622,229851
Non Reportable,2008-05-20,181036,442534,261498
Non Reportable,2008-05-13,173671,399513,225842
Non Reportable,2008-05-06,180873,445173,264300
Non Reportable,2008-04-29,226286,450281,223995
Non Reportable,2008-04-22,215112,428509,213397
Non Reportable,2008-04-15,211575,421213,209638
Non Reportable,2008-04-08,212083,426621,214538
Non Reportable,2008-04-01,218909,445828,226919
Non Reportable,2008-03-25,213612,477504,263892
Non Reportable,2008-03-18,15600,589424,573824
Non Reportable,2008-03-11,79640,373685,294045
Non Reportable,2008-03-04,100303,378201,277898
Non Reportable,2008-02-26,186261,390776,204515
Non Reportable,2008-02-19,176471,410977,234506
Non Reportable,2008-02-12,185354,517953,332599
Non Reportable,2008-02-05,125192,451104,325912
Non Reportable,2008-01-29,108627,412267,303640
Non Reportable,2008-01-22,163720,544787,381067
Non Reportable,2008-01-15,167931,372170,204239
Non Reportable,2008-01-08,131295,345563,214268
Non Reportable,2007-12-31,83215,241096,157881
Non Reportable,2007-12-24,108662,291428,182766
Non Reportable,2007-12-18,262877,603203,340326
Non Reportable,2007-12-11,415952,653199,237247
Non Reportable,2007-12-04,373693,574707,201014
Non Reportable,2007-11-27,298194,527908,229714
Non Reportable,2007-11-20,300511,542603,242092
Non Reportable,2007-11-13,298103,553619,255516
Non Reportable,2007-11-06,344298,557975,213677
Non Reportable,2007-10-30,364242,554047,189805
Non Reportable,2007-10-23,313844,512241,198397
Non Reportable,2007-10-16,340822,523188,182366
Non Reportable,2007-10-09,316930,509156,192226
Non Reportable,2007-10-02,309969,486749,176780
Non Reportable,2007-09-25,264689,440135,175446
Non Reportable,2007-09-18,-67254,515084,582338
Non Reportable,2007-09-11,-28529,290606,319135
Non Reportable,2007-09-04,11325,223048,211723
Non Reportable,2007-08-28,56134,271313,215179
Non Reportable,2007-08-21,56005,252671,196666
Non Reportable,2007-08-14,46007,260998,214991
Non Reportable,2007-08-07,43482,313707,270225
Non Reportable,2007-07-31,58768,254659,195891
Non Reportable,2007-07-24,47903,256263,208360
Non Reportable,2007-07-17,52038,250525,198487
Non Reportable,2007-07-10,4272,206183,201911
Non Reportable,2007-07-03,36339,215565,179226
Non Reportable,2007-06-26,91628,301226,209598
Non Reportable,2007-06-19,61716,243371,181655
Non Reportable,2007-06-12,157518,518692,361174
Non Reportable,2007-06-05,240379,455916,215537
Non Reportable,2007-05-29,297910,513303,215393
Non Reportable,2007-05-22,321996,522837,200841
Non Reportable,2007-05-15,343787,559197,215410
Non Reportable,2007-05-08,348724,546397,197673
Non Reportable,2007-05-01,305788,531605,225817
Non Reportable,2007-04-24,307782,520066,212284
Non Reportable,2007-04-17,286238,504856,218618
Non Reportable,2007-04-10,341651,524779,183128
Non Reportable,2007-04-03,347635,541378,193743
Non Reportable,2007-03-27,311440,494020,182580
Non Reportable,2007-03-20,244311,454105,209794
Non Reportable,2007-03-13,48906,476385,427479
Non Reportable,2007-03-06,102605,401503,298898
Non Reportable,2007-02-27,236366,440921,204555
Non Reportable,2007-02-20,226029,396945,170916
Non Reportable,2007-02-13,192754,364039,171285
Non Reportable,2007-02-06,160451,329596,169145
Non Reportable,2007-01-30,208918,373894,164976
Non Reportable,2007-01-23,211157,380749,169592
Non Reportable,2007-01-16,202053,381067,179014
Non Reportable,2007-01-09,147188,353722,206534
Non Reportable,2007-01-03,156004,365089,209085
Non Reportable,2006-12-26,171624,340222,168598
Non Reportable,2006-12-19,146855,319018,172163
Non Reportable,2006-12-12,431575,720700,289125
Non Reportable,2006-12-05,356598,556227,199629
Non Reportable,2006-11-28,361674,547295,185621
Non Reportable,2006-11-21,411626,583845,172219
Non Reportable,2006-11-14,405789,569522,163733
Non Reportable,2006-11-07,389529,559141,169612
Non Reportable,2006-10-31,365787,529116,163329
Non Reportable,2006-10-24,311589,492729,181140
Non Reportable,2006-10-17,303562,506908,203346
Non Reportable,2006-10-10,314427,494041,179614
Non Reportable,2006-10-03,250451,431242,180791
Non Reportable,2006-09-26,238758,437807,199049
Non Reportable,2006-09-19,198382,414372,215990
Non Reportable,2006-09-12,297745,529592,231847
Non Reportable,2006-09-05,332750,503964,171214
Non Reportable,2006-08-29,324235,494122,169887
Non Reportable,2006-08-22,303348,472960,169612
Non Reportable,2006-08-15,279046,435432,156386
Non Reportable,2006-08-08,203097,374853,171756
Non Reportable,2006-08-01,185156,346996,161840
Non Reportable,2006-07-25,218681,376545,157864
Non Reportable,2006-07-18,244264,394570,150306
Non Reportable,2006-07-11,248754,408276,159522
Non Reportable,2006-07-03,286009,440773,154764
Non Reportable,2006-06-27,267598,430190,162592
Non Reportable,2006-06-20,285741,452868,167127
Non Reportable,2006-06-13,364468,628143,263675
Other Reportable,2024-10-08,77187,211425,134238
Other Reportable,2024-10-01,84304,199720,115416
Other Reportable,2024-09-24,39456,173591,134135
Other Reportable,2024-09-17,27443,174933,147490
Other Reportable,2024-09-10,17036,181733,164697
Other Reportable,2024-09-03,7572,156227,148655
Other Reportable,2024-08-27,34649,156778,122129
Other Reportable,2024-08-20,39606,156724,117118
Other Reportable,2024-08-13,17157,182762,165605
Other Reportable,2024-08-06,23053,151598,128545
Other Reportable,2024-07-30,-32787,152974,185761
Other Reportable,2024-07-23,-58544,135541,194085
Other Reportable,2024-07-09,-4728,159457,164185
Other Reportable,2024-06-25,-8907,145154,154061
Other Reportable,2024-06-18,23692,186333,162641
Other Reportable,2024-06-11,-30441,150902,181343
Other Reportable,2024-06-04,-23358,141478,164836
Other Reportable,2024-05-28,-57423,167966,225389
Other Reportable,2024-05-21,-59528,172578,232106
Other Reportable,2024-05-14,-76584,147956,224540
Other Reportable,2024-05-07,-84992,126911,211903
Other Reportable,2024-04-30,-88013,127752,215765
Other Reportable,2024-04-23,-95762,130581,226343
Other Reportable,2024-04-16,-84668,142263,226931
Other Reportable,2024-04-09,-26731,158145,184876
Other Reportable,2024-04-02,-48078,140705,188783
Other Reportable,2024-03-26,-33881,162230,196111
Other Reportable,2024-03-19,-15081,171767,186848
Other Reportable,2024-03-12,-34913,172302,207215
Other Reportable,2024-03-05,-72254,162007,234261
Other Reportable,2024-02-27,-33268,180232,213500
Other Reportable,2024-02-20,-37006,173340,210346
Other Reportable,2024-02-13,-39678,175760,215438
Other Reportable,2024-02-06,2810,181243,178433
Other Reportable,2024-01-30,-13141,167333,180474
Other Reportable,2024-01-23,-21803,160439,182242
Other Reportable,2024-01-16,-66488,140036,206524
Other Reportable,2024-01-09,-32463,149916,182379
Other Reportable,2024-01-02,-65021,123825,188846
Other Reportable,2023-12-26,-63212,117789,181001
Other Reportable,2023-12-19,-89635,138484,228119
Other Reportable,2023-12-12,-77340,128400,205740
Other Reportable,2023-12-05,-69489,143852,213341
Other Reportable,2023-11-28,-147213,173127,320340
Other Reportable,2023-11-21,-115904,171973,287877
Other Reportable,2023-11-14,-90726,186359,277085
Other Reportable,2023-11-07,-88314,182807,271121
Other Reportable,2023-10-31,-63608,204644,268252
Other Reportable,2023-10-24,-107670,185134,292804
Other Reportable,2023-10-17,-101222,177446,278668
Other Reportable,2023-10-10,-82925,164807,247732
Other Reportable,2023-10-03,-29969,209683,239652
Other Reportable,2023-09-26,-72464,153800,226264
Other Reportable,2023-09-19,-138466,111914,250380
Other Reportable,2023-09-12,-100846,159113,259959
Other Reportable,2023-09-05,-96633,169889,266522
Other Reportable,2023-08-29,-69460,184415,253875
Other Reportable,2023-08-22,-81496,181080,262576
Other Reportable,2023-08-15,-144601,132359,276960
Other Reportable,2023-08-08,-115677,117953,233630
Other Reportable,2023-08-01,-107449,125012,232461
Other Reportable,2023-07-25,-96418,140293,236711
Other Reportable,2023-07-18,-114109,141957,256066
Other Reportable,2023-07-11,-132993,132863,265856
Other Reportable,2023-07-03,-154255,125303,279558
Other Reportable,2023-06-27,-130570,145634,276204
Other Reportable,2023-06-20,-190888,133330,324218
Other Reportable,2023-06-13,-267286,143372,410658
Other Reportable,2023-06-06,-179055,133779,312834
Other Reportable,2023-05-30,-178193,139227,317420
Other Reportable,2023-05-23,-169368,128540,297908
Other Reportable,2023-05-16,-186755,129529,316284
Other Reportable,2023-05-09,-169614,129676,299290
Other Reportable,2023-05-02,-189132,134332,323464
Other Reportable,2023-04-25,-146867,138815,285682
Other Reportable,2023-04-18,-162983,128626,291609
Other Reportable,2023-04-11,-142514,136098,278612
Other Reportable,2023-04-04,-161515,98772,260287
Other Reportable,2023-03-28,-129477,132634,262111
Other Reportable,2023-03-21,-108120,130527,238647
Other Reportable,2023-03-14,-138898,124346,263244
Other Reportable,2023-03-07,-136123,131967,268090
Other Reportable,2023-02-28,-113967,126657,240624
Other Reportable,2023-02-21,-98499,131804,230303
Other Reportable,2023-02-14,-75556,130642,206198
Other Reportable,2023-02-07,-66417,136080,202497
Other Reportable,2023-01-31,-45427,146191,191618
Other Reportable,2023-01-24,-66788,136553,203341
Other Reportable,2023-01-17,-51931,146181,198112
Other Reportable,2023-01-10,-55986,155143,211129
Other Reportable,2023-01-03,-51908,162112,214020
Other Reportable,2022-12-27,-47434,145263,192697
Other Reportable,2022-12-20,-44121,150249,194370
Other Reportable,2022-12-13,-34223,134744,168967
Other Reportable,2022-12-06,-23349,132397,155746
